[2017-12-28 13:04:52,117] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:04:52,118] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 13:04:52,118] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:04:52,119] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 13:04:52,119] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:04:52,130] gpo_agent-Thread-3 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:04:52,133] gpo_agent-Thread-2 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:04:52,134] gpo_agent-Thread-1 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:06:04,882] gpo_agent-MainThread INFO: Format command file.
[2017-12-28 13:06:04,896] gpo_agent-MainThread INFO: Command [dos2unix cmd/gpo_cmd] execution result: Fail!
[2017-12-28 13:06:04,896] gpo_agent-MainThread INFO: Format allow command file.
[2017-12-28 13:06:04,907] gpo_agent-MainThread INFO: Command [dos2unix conf/cmd.allow] execution result: Fail!
[2017-12-28 13:06:04,907] gpo_agent-MainThread INFO: Format deny command file.
[2017-12-28 13:06:04,916] gpo_agent-MainThread INFO: Command [dos2unix conf/cmd.deny] execution result: Fail!
[2017-12-28 13:06:04,917] gpo_agent-MainThread INFO: Start running Command one by one...
[2017-12-28 13:06:04,917] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:06:04,917] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:06:04,918] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 13:06:04,918] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:06:04,919] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 13:06:04,919] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:06:04,927] gpo_agent-Thread-1 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:06:04,928] gpo_agent-Thread-2 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 14:12:37,999] gpo_agent-MainThread INFO: Format command file.
[2017-12-28 14:12:38,019] gpo_agent-MainThread INFO: Command [dos2unix C:\GitHub\gto\python\gpo_agent/cmd/gpo_cmd] execution result: Fail!
[2017-12-28 14:12:38,019] gpo_agent-MainThread INFO: Format allow command file.
[2017-12-28 14:12:38,031] gpo_agent-MainThread INFO: Command [dos2unix C:\GitHub\gto\python\gpo_agent/conf/cmd.allow] execution result: Fail!
[2017-12-28 14:12:38,031] gpo_agent-MainThread INFO: Format deny command file.
[2017-12-28 14:12:38,046] gpo_agent-MainThread INFO: Command [dos2unix C:\GitHub\gto\python\gpo_agent/conf/cmd.deny] execution result: Fail!
[2017-12-28 14:12:38,046] gpo_agent-MainThread INFO: Start running Command one by one...
[2017-12-28 14:12:38,047] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 14:12:38,047] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 14:12:38,047] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 14:12:38,047] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 14:12:38,048] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 14:12:38,048] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 14:12:38,059] gpo_agent-Thread-1 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 14:12:38,060] gpo_agent-Thread-2 INFO: Command [echo "hello"] execution result: Success.
